Series Name,"Series Code","Country Name","Country Code","Time","Time Code","Value"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2010","YR2010","0.830143714297898"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2011","YR2011","0.779829260336608"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2012","YR2012","0.742779625917828"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2013","YR2013","0.93132803501368"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2014","YR2014","0.624771688262979"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2015","YR2015","0.279995559508797"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2016","YR2016","0.806893302496192"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2017","YR2017","1.10307799056185"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2018","YR2018","0.706300893808141"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2019","YR2019","0.58339386057331"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2020","YR2020","0.533043337613518"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2021","YR2021","0.92877470212313"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Vietnam","VNM","1990","YR1990","2.78132276010011"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2000","YR2000","4.16392407955693"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2001","YR2001","3.97733546161917"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2002","YR2002","3.99268705133996"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2003","YR2003","3.6660122920956"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2004","YR2004","3.54408107288199"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2005","YR2005","3.39040364636363"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2006","YR2006","3.61600090432522"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2007","YR2007","8.65471771434805"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2008","YR2008","9.6630390545572"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2009","YR2009","7.16881987497989"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2010","YR2010","5.43473964019106"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2011","YR2011","4.3048747260148"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2012","YR2012","4.27832318137387"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2013","YR2013","4.16454480697667"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2014","YR2014","3.94086163508764"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2015","YR2015","4.93190747678242"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2016","YR2016","4.90089302179434"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2017","YR2017","5.01148686657965"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2018","YR2018","4.99828328892879"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2019","YR2019","4.82107504935645"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2020","YR2020","4.55836180834684"
"Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2021","YR2021","4.27708063908642"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","China","CHN","1990","YR1990","0.23000742705019"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","China","CHN","2000","YR2000","0.380733224786637"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","China","CHN","2001","YR2001","0.723908540503188"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","China","CHN","2002","YR2002","0.427326486972596"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","China","CHN","2003","YR2003","0.509314281525144"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","China","CHN","2004","YR2004","0.407733343159789"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","China","CHN","2005","YR2005","0.600602412693315"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","China","CHN","2006","YR2006","0.869587666522311"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","China","CHN","2007","YR2007","0.483187144800327"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","China","CHN","2008","YR2008","1.23505626041791"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","China","CHN","2009","YR2009","0.860300665703987"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","China","CHN","2010","YR2010","0.952062414633136"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","China","CHN","2011","YR2011","0.641205591779762"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","China","CHN","2012","YR2012","0.761388132094761"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","China","CHN","2013","YR2013","0.762463764718975"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","China","CHN","2014","YR2014","1.17538450943085"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","China","CHN","2015","YR2015","1.57654789163268"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","China","CHN","2016","YR2016","1.92663698828907"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","China","CHN","2017","YR2017","1.12338073930445"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","China","CHN","2018","YR2018","1.02935195928717"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","China","CHN","2019","YR2019","0.958757697603264"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","China","CHN","2020","YR2020","1.04659736769215"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","China","CHN","2021","YR2021","0.72198560999844"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","United States","USA","1990","YR1990","1.00517445159802"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","United States","USA","2000","YR2000","1.81807575313563"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","United States","USA","2001","YR2001","1.38009798892094"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","United States","USA","2002","YR2002","1.63769009193116"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","United States","USA","2003","YR2003","1.70400198684163"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","United States","USA","2004","YR2004","3.06129234381941"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","United States","USA","2005","YR2005","0.403329983855397"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","United States","USA","2006","YR2006","2.05420877931708"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","United States","USA","2007","YR2007","3.61946792349253"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","United States","USA","2008","YR2008","2.32624445049071"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","United States","USA","2009","YR2009","2.15910759776953"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","United States","USA","2010","YR2010","2.32459848849916"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","United States","USA","2011","YR2011","2.79886929155041"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","United States","USA","2012","YR2012","2.32090958851109"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","United States","USA","2013","YR2013","2.33207591223804"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","United States","USA","2014","YR2014","2.20805687391019"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","United States","USA","2015","YR2015","1.65918189535913"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","United States","USA","2016","YR2016","1.60370806321427"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","United States","USA","2017","YR2017","2.10199684628348"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","United States","USA","2018","YR2018","-0.636631934610167"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","United States","USA","2019","YR2019","0.494257134996242"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","United States","USA","2020","YR2020","1.29055502261938"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","United States","USA","2021","YR2021","1.80891504498409"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","1990","YR1990","0.399904681081911"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2000","YR2000","0.84038249300528"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2001","YR2001","0.500951112081065"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2002","YR2002","0.547982697992319"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2003","YR2003","0.714198977506822"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2004","YR2004","0.9071894510937"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2005","YR2005","0.891003364465405"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2006","YR2006","1.19283120903758"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2007","YR2007","1.86173782581946"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2008","YR2008","1.86534635006084"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2009","YR2009","1.84338680573249"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2010","YR2010","2.46677868126325"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2011","YR2011","2.36571615283758"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2012","YR2012","2.39346359371643"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2013","YR2013","2.06579363572998"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2014","YR2014","1.88628689115673"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2015","YR2015","1.61601394158057"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2016","YR2016","1.9924850974414"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2017","YR2017","2.0979967114006"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2018","YR2018","2.21587367899338"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2019","YR2019","2.13385676725272"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2020","YR2020","2.1183560283733"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Korea, Rep.","KOR","2021","YR2021","3.35843633526094"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Vietnam","VNM","1990","YR1990","NA"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2000","YR2000","0"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2001","YR2001","0"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2002","YR2002","0"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2003","YR2003","NA"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2004","YR2004","NA"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2005","YR2005","0.11278210696706"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2006","YR2006","0.128066698694851"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2007","YR2007","0.237681799916424"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2008","YR2008","0.302631977906583"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2009","YR2009","0.660286041116569"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2010","YR2010","0.611408209521495"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2011","YR2011","0.550421398346442"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2012","YR2012","0.613526268839466"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2013","YR2013","0.915264004769254"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2014","YR2014","0.492607704385955"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2015","YR2015","0.4597540868187"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2016","YR2016","0.388959763634471"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2017","YR2017","0.170603808223988"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2018","YR2018","0.192836993985769"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2019","YR2019","0.145050955269099"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2020","YR2020","0.109631486529861"
"Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","Vietnam","VNM","2021","YR2021","0.0819364107104678"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","China","CHN","1990","YR1990","NA"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","China","CHN","2000","YR2000","3.25999999046326"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","China","CHN","2001","YR2001","3.79999995231628"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","China","CHN","2002","YR2002","4.23999977111816"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","China","CHN","2003","YR2003","4.57999992370605"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","China","CHN","2004","YR2004","4.48999977111816"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","China","CHN","2005","YR2005","4.51999998092651"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","China","CHN","2006","YR2006","4.42999982833862"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","China","CHN","2007","YR2007","4.34999990463257"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","China","CHN","2008","YR2008","4.59000015258789"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","China","CHN","2009","YR2009","4.71999979019165"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","China","CHN","2010","YR2010","4.53000020980835"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","China","CHN","2011","YR2011","4.55000019073486"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","China","CHN","2012","YR2012","4.57999992370605"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","China","CHN","2013","YR2013","4.59999990463257"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","China","CHN","2014","YR2014","4.63000011444092"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","China","CHN","2015","YR2015","4.65000009536743"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","China","CHN","2016","YR2016","4.55999994277954"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","China","CHN","2017","YR2017","4.46999979019165"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","China","CHN","2018","YR2018","4.30999994277954"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","China","CHN","2019","YR2019","4.55999994277954"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","China","CHN","2020","YR2020","5"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","China","CHN","2021","YR2021","4.55000019073486"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","United States","USA","1990","YR1990","NA"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","United States","USA","2000","YR2000","3.99000000953674"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","United States","USA","2001","YR2001","4.73000001907349"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","United States","USA","2002","YR2002","5.78000020980835"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","United States","USA","2003","YR2003","5.98999977111816"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","United States","USA","2004","YR2004","5.53000020980835"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","United States","USA","2005","YR2005","5.07999992370605"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","United States","USA","2006","YR2006","4.61999988555908"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","United States","USA","2007","YR2007","4.61999988555908"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","United States","USA","2008","YR2008","5.78000020980835"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","United States","USA","2009","YR2009","9.25"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","United States","USA","2010","YR2010","9.63000011444092"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","United States","USA","2011","YR2011","8.94999980926514"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","United States","USA","2012","YR2012","8.06999969482422"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","United States","USA","2013","YR2013","7.36999988555908"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","United States","USA","2014","YR2014","6.17000007629395"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","United States","USA","2015","YR2015","5.28000020980835"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","United States","USA","2016","YR2016","4.86999988555908"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","United States","USA","2017","YR2017","4.3600001335144"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","United States","USA","2018","YR2018","3.90000009536743"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","United States","USA","2019","YR2019","3.67000007629395"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","United States","USA","2020","YR2020","8.05000019073486"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","United States","USA","2021","YR2021","5.34999990463257"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Korea, Rep.","KOR","1990","YR1990","NA"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Korea, Rep.","KOR","2000","YR2000","4.05999994277954"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Korea, Rep.","KOR","2001","YR2001","3.70000004768372"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Korea, Rep.","KOR","2002","YR2002","3.04999995231628"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Korea, Rep.","KOR","2003","YR2003","3.34999990463257"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Korea, Rep.","KOR","2004","YR2004","3.42000007629395"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Korea, Rep.","KOR","2005","YR2005","3.48000001907349"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Korea, Rep.","KOR","2006","YR2006","3.25"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Korea, Rep.","KOR","2007","YR2007","3.00999999046326"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Korea, Rep.","KOR","2008","YR2008","2.96000003814697"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Korea, Rep.","KOR","2009","YR2009","3.35999989509583"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Korea, Rep.","KOR","2010","YR2010","3.3199999332428"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Korea, Rep.","KOR","2011","YR2011","2.99000000953674"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Korea, Rep.","KOR","2012","YR2012","2.80999994277954"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Korea, Rep.","KOR","2013","YR2013","2.75"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Korea, Rep.","KOR","2014","YR2014","3.07999992370605"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Korea, Rep.","KOR","2015","YR2015","3.54999995231628"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Korea, Rep.","KOR","2016","YR2016","3.65000009536743"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Korea, Rep.","KOR","2017","YR2017","3.65000009536743"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Korea, Rep.","KOR","2018","YR2018","3.8199999332428"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Korea, Rep.","KOR","2019","YR2019","3.75"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Korea, Rep.","KOR","2020","YR2020","3.9300000667572"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Korea, Rep.","KOR","2021","YR2021","3.64000010490417"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Vietnam","VNM","1990","YR1990","NA"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Vietnam","VNM","2000","YR2000","2.25999999046326"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Vietnam","VNM","2001","YR2001","2.75999999046326"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Vietnam","VNM","2002","YR2002","2.11999988555908"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Vietnam","VNM","2003","YR2003","2.25"
"Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","Vietnam","VNM","2004","YR2004","2.14000010490417"
